Cell_name;PXD_list;parent
HCN-1A;False;/cellosaurus/CVCL_4T79
HCN-2;False;False
HEBHMUi008-A;False;False
HEBHMUi009-A;False;False
HPS1090;False;False
HPS1091;False;False
HPS1092;False;False
HPS1093;False;False
HPS1094;False;False
HPS1095;False;False
HPS1096;False;False
HPS1097;False;False
HPS1098;False;False
HPS1099;False;False
HPS1100;False;False
HPS1101;False;False
IRCC-Neuromed-FL;False;False
KURNDi005-A;False;False
KURNDi007-A;False;False
LUMCi005-A;False;False
LUMCi005-B;False;False
LUMCi005-C;False;False
ND03762;False;False
ND04604;False;False
ND04606;False;False
ND06576;False;False
ND08398;False;False
ND13128;False;False
ND14145;False;False
ND14377;False;False
ND14809;False;False
ND14812;False;False
ND14895;False;False
ND16721;False;False
ND19861;False;False
ND20037;False;False
ND20325;False;False
ND20819;False;False
ND20821;False;False
ND21029;False;False
ND21393;False;False
ND21806;False;False
ND23278;False;False
ND24041;False;False
ND24098;False;False
ND24955;False;False
ND25010;False;False
ND25031;False;False
ND25049;False;False
ND25128;False;False
ND26867;False;False
ND27254;False;False
ND27390;False;False
ND27885;False;False
ND28383;False;False
ND29133;False;False
ND29145;False;False
ND31315;False;False
ND32904;False;False
ND33271;False;False
ND33447;False;False
ND34064;False;False
ND34437;False;False
ND36872;False;False
ND37127;False;False
ND38208;False;False
ND38594;False;False
ND39588;False;False
ND39589;False;False
PFSK-1;False;False
REM 885;False;False
RG-201;False;False
UM112-1 PGD;False;False
UM112-2 PGD;False;False
UM153-1 PGD;False;False
UNCi002-A;False;False
WAe014-A-1;False;/cellosaurus/CVCL_9775
WMUi014-A;False;False
YUSEVi005-A;False;False
YUSEVi006-A;False;False
BeWo;False;False
BeWo b24;False;/cellosaurus/CVCL_0044
BeWo b30;False;/cellosaurus/CVCL_0044
Bewo31;False;/cellosaurus/CVCL_0044
Hs 630.T;False;/cellosaurus/CVCL_0044
JEG-3;False;False
CS28iALS-C9n2;False;/cellosaurus/CVCL_A9T5
031M-CUMC/INSERM;False;False
066MD-CUMC/INSERM;False;False
1013-4FA;False;False
1039A1;False;False
1196a;False;False
1201C1;False;False
1210B2;False;False
1231A3;False;False
129-CUMC/UF;False;False
139-CUMC/UF;False;False
18T-iPSC;False;False
19L3;False;False
19L4;False;False
1L12;False;False
1L23;False;False
1L9;False;False
1SOD1-4;False;False
1SOD1-6;False;False
201B7;['PXD000071'];/cellosaurus/CVCL_DP59
23C27;False;/cellosaurus/CVCL_DQ06
253G1;False;/cellosaurus/CVCL_DP59
2L17;False;False
2L20;False;False
2SOD1-1;False;False
2SOD1-4;False;False
3L1;False;False
3L6;False;False
3L9;False;False
3SOD1-1;False;False
3SOD1-4;False;False
3SOD1-7;False;False
409B2;False;/cellosaurus/CVCL_DP59
522-2666;False;False
585A1;['PXD000071'];False
585B1;False;False
591 [Human iPSC];False;False
604B1;False;False
648B1;False;False
66 [Human iPSC];False;False
67 [Human iPSC];False;False
692D2;False;False
8330-iPS-8;False;/cellosaurus/CVCL_N044
A0031 iPS#23;False;/cellosaurus/CVCL_T338
A0031 iPS#34;False;/cellosaurus/CVCL_T338
A0031 iPS#64;False;/cellosaurus/CVCL_T338
A1ATD patient 1 line 1;False;False
A23-iPSC;False;/cellosaurus/CVCL_F204
A6-iPSC;False;/cellosaurus/CVCL_F204
A79V-GC-hiPSC;False;/cellosaurus/CVCL_DQ85
A79V-hiPSC;False;False
AD-BP001-iPSC;False;False
AD3E211;False;False
AD8K213;False;False
ADHD-10 iPSC;False;False
ADHD-4 iPSC;False;False
ADHD-5 iPSC;False;False
AFiPSC10;False;False
AFiPSC4;False;False
AFiPSC41;False;False
AFiPSC5;False;False
AFiPSC6;False;False
AG04455;False;False
AG05397;False;False
AG06869;False;False
AG07376;False;False
AG07671;False;False
AG07768;False;False
AG08125;False;False
AG08243;False;False
AG08379;False;False
AG08446;False;False
AG08509;False;False
AG09173;False;False
AG10788;False;False
AG14244;False;False
AG21158;False;False
AG27605;False;/cellosaurus/CVCL_4K36
AG27607;False;/cellosaurus/CVCL_2Y81
AH016;False;False
AH016-3;False;/cellosaurus/CVCL_A8X4
AH016-6;False;/cellosaurus/CVCL_A8X4
AHQUi001-A;False;False
AHQUi001-A-1;False;/cellosaurus/CVCL_YK97
AIBNi013-A;False;False
AIBNi014-A;False;False
AKOSi001-A;False;/cellosaurus/CVCL_DA79
AKOSi004-A;False;False
AKOSi005-A;False;False
AKOSi006-A;False;/cellosaurus/CVCL_DA78
AKOSi007-A;False;/cellosaurus/CVCL_7481
AMC-iPSC-C22;False;False
AMC-iPSC-C27;False;False
AMC-iPSC-C28;False;False
AMUFAHi001-A;False;False
APP1E111;False;False
APP1E211;False;False
APP1E311;False;False
APP2E22;False;False
APP2E26;False;False
ARMD1-hiPSC1;False;False
ARMD1-hiPSC11;False;False
ARMD1-hiPSC2;False;False
ARMD1-hiPSC4;False;False
ARMD1-hiPSC5;False;False
ARMD1-hiPSC8;False;False
ARMD1-hiPSC9;False;False
ASUi001-A;False;False
ASUi002-A;False;False
ASUi003-A;False;False
ASUi004-A;False;False
ATCC-BXS0117;False;False
ATCC-BYS0110;False;False
ATCC-DYS0100;False;/cellosaurus/CVCL_3285
AVP-Ser18del-iPSC;False;False
B119-iPSC;False;/cellosaurus/CVCL_DD48
BCH001;False;False
BCHi001-A;False;False
BCHi001-B;False;False
BCHi002-A;False;False
BCHi002-B;False;False
BCHi003-A;False;False
BCHi003-B;False;False
BCHi004-A;False;False
BCHi004-B;False;False
BCHi005-A;False;False
BCHi005-B;False;False
BCHi006-A;False;False
BCHi006-B;False;False
BCHNEUi001-A;False;False
BCHNEUi002-A;False;False
BCHNEUi003-A;False;False
BCHNEUi004-A;False;False
BCHNEUi005-A;False;False
BCHNEUi006-A;False;False
BCHNEUi007-A;False;False
BCHNEUi008-A;False;False
BCHNEUi009-A;False;False
BCHNEUi010-A;False;False
BCHNEUi011-A;False;False
BCHNEUi012-A;False;False
BCHNi001-A;False;False
BCHSCTi001-A;False;False
BGUi001-A;False;False
BGUi002-A;False;False
BGUi003-A;False;False
BGUi004-A;False;False
BGUi005-A;False;False
BGUi006-A;False;False
BGUi007-A;False;False
BGUi008-A;False;False
BGUi008-B;False;False
BGUi009-A;False;False
BGUi009-B;False;False
BGUi010-A;False;False
BGUi010-B;False;False
BGUi013-A;False;False
BGUi014-A;False;False
BIHi004-A;False;False
BIHi004-B;False;False
BIHi004-C;False;False
BIONi010-C;False;False
BIONi010-C-13;False;/cellosaurus/CVCL_1E68
BIONi010-C-15;False;/cellosaurus/CVCL_1E68
BIONi010-C-2;False;/cellosaurus/CVCL_1E68
BIONi010-C-29;False;/cellosaurus/CVCL_1E68
BIONi010-C-3;False;/cellosaurus/CVCL_1E68
BIONi010-C-30;False;/cellosaurus/CVCL_1E68
BIONi010-C-37;False;/cellosaurus/CVCL_1E68
BIONi010-C-38;False;/cellosaurus/CVCL_1E68
BIONi010-C-4;False;/cellosaurus/CVCL_1E68
BIONi010-C-6;False;/cellosaurus/CVCL_1E68
BIOT-0630-LOAD;False;False
BIOT-0708-EHMT1;False;False
BIOT-0726-LOAD;False;False
BIOT-0904-LOAD;False;False
BIOT-4828-LOAD;False;False
BIOTi001-A;False;False
BIOTi628-A;False;False
BIPTi001-A;False;False
BIPTi002-A;False;False
BIUi001-A;False;False
BIUi002-A;False;False
BJ iPSC clone 1;False;/cellosaurus/CVCL_3653
BJ iPSC clone 2;False;/cellosaurus/CVCL_3653
BJ iPSC clone 3;False;/cellosaurus/CVCL_3653
BJTTHi001-A;False;False
BJTTHi001-A-1;False;/cellosaurus/CVCL_A8HA
Blau1-corrected-iPSC;False;/cellosaurus/CVCL_A4IQ
Blau1-R334W-iPSC;False;False
Blau2-corrected-iPSC;False;/cellosaurus/CVCL_A4IR
Blau2-R334W-iPSC;False;False
BMSGDDi-GM11272-J8;False;/cellosaurus/CVCL_4F14
BNIi001-A;False;False
BNIi001-B;False;False
BOM1-hiPSC1;False;False
BOM1-hiPSC10;False;False
BOM1-hiPSC11;False;False
BOM1-hiPSC12;False;False
BOM1-hiPSC13;False;False
BOM1-hiPSC3;False;False
BOM1-hiPSC4;False;False
BOM1-hiPSC8;False;False
BOM1-hiPSC9;False;False
BSS1-PBMC-iPS4F4;False;False
BSS2-PBMC-iPS4F24;False;False
BUCREMi001-A;False;False
BUCREMi002-A;False;False
C1-iPSC-1;False;/cellosaurus/CVCL_2337
C1-iPSC-2;False;/cellosaurus/CVCL_2337
C17 NKX2-1-GFP SFTPC-tdTomato;False;/cellosaurus/CVCL_WN85
C2 [Human iPSC];False;False
C4;False;False
C4+G2019S;False;False
CALM1-F142L iPSC c1;False;False
CALM1-F142L iPSC c2;False;False
CBiPS1sv-4F-40;False;False
CBiPS1sv-4F-5;False;False
CBiPSC6.2;False;False
CBMC iPSC #1;False;False
CBMC iPSC #2;False;False
CBMC iPSC #3;False;False
CCMBi001-A;False;False
CD#00 iPSC;False;/cellosaurus/CVCL_A5RQ
CD#01 iPSC;False;/cellosaurus/CVCL_A5RS
CD#59 ipsC;False;/cellosaurus/CVCL_0P14
CD#60 ipsC;False;/cellosaurus/CVCL_0P15
CD#68 iPSC;False;/cellosaurus/CVCL_0P45
CD#68T-13 iPSC;False;/cellosaurus/CVCL_A5RM
CD#92 iPSC;False;/cellosaurus/CVCL_A5RN
CDIi001-A;False;False
CET.IPS.FFAD-500;False;False
CET.IPS.FFALZ-500;False;/cellosaurus/CVCL_T877
CET.IPS.FFAM-500;False;False
CET.IPS.FFCD34-500;False;False
CET.IPS.FFCYST-500;False;/cellosaurus/CVCL_W237
CET.IPS.FFCYSTFIB-500;False;/cellosaurus/CVCL_V205
CET.IPS.FFGAU-500;False;/cellosaurus/CVCL_0R33
CET.IPS.FFHFF-500;False;False
CET.IPS.FFMP-500;False;False
CET.IPS.FFNPC-01;False;False
CET.IPS.FFNPC-02;False;False
CF iPSC clone 17;False;/cellosaurus/CVCL_0M23
CGMHi002-A;False;False
CHAi001-A;False;False
CHAi002-A;False;False
CHAi003-A;False;False
CHAi004-A;False;False
CHAi005-A;False;False
CHAi006-A;False;False
CHAi007-A;False;False
CHAi008-A;False;False
CHAi009-A;False;False
CHAi010-A;False;False
CHARGE1-11;False;False
CHARGE1-20;False;False
CHARGE1-25;False;False
CHARGE1-7;False;False
CHARGE2-1;False;False
CHARGE2-16;False;False
CHARGE2-19;False;False
CHD-19;False;False
CHD-26;False;False
CHD-39;False;False
CHD-5;False;False
CHOPHPS1;False;/cellosaurus/CVCL_0R45
CHOPHPS2;False;/cellosaurus/CVCL_0R47
CHOPi001-A;False;False
CHOPi004-A;False;/cellosaurus/CVCL_0N66
CHUQi001-A;False;/cellosaurus/CVCL_RL74
CHWi001-A;False;False
CIBi007-A;False;False
CIBi008-A;False;False
CIBi009-A;False;False
CIBIOi001-A;False;False
CIMAi001-A;False;False
CiRA00004;False;False
CiRA00005;False;False
CiRA00006;False;False
CiRA00007;False;False
CiRA00008;False;False
CiRA00009;False;False
CiRA00010;False;False
CiRA00021;False;False
CiRA00023;False;False
CiRA00024;False;False
CiRA00026;False;False
CiRA00111;False;False
CiRA00111-CKI-C2;False;/cellosaurus/CVCL_VM71
CiRA00111-ES-H19;False;/cellosaurus/CVCL_VM71
CiRA00111-IF-D28;False;/cellosaurus/CVCL_VM71
CiRA00111-TKI-I15;False;/cellosaurus/CVCL_VM71
CIRAi005-A;False;False
CIRAi006-A;False;False
CIRAi006-A-1;False;/cellosaurus/CVCL_ZA43
CLN3-iPS 1A;False;False
CLN3-iPS 1B;False;False
CLN3-iPS 2A;False;False
CLN3-iPS 2B;False;False
CLN3-iPS 3A;False;False
CLN3-iPS 3B;False;False
CLN3-iPS 4A;False;False
CLN3-iPS 4B;False;False
CLN3-iPS 5A;False;False
CMC-hiPSC-001;False;False
CMC-hiPSC-002;False;False
CMC-hiPSC-003;False;False
CMC-hiPSC-004;False;False
CMC-hiPSC-005;False;False
CMC-hiPSC-006;False;False
CMC-hiPSC-007;False;False
CMC-hiPSC-008;False;False
CMC-hiPSC-009;False;False
CMC-hiPSC-010;False;False
CMC-hiPSC-011;False;False
CMC-hiPSC-012;False;False
CMC-hiPSC-013;False;False
CMC-hiPSC-022;False;False
CMCi003-A;False;False
CMCi004-A;False;False
CMCi005-A;False;False
CML-iPSCs Pt1-No.10;False;False
CML-iPSCs Pt1-No.11;False;False
CML-iPSCs Pt1-No.12;False;False
CML-iPSCs Pt1-No.13;False;False
CML-iPSCs Pt1-No.14;False;False
CML-iPSCs Pt1-No.3;False;False
CML-iPSCs Pt1-No.4;False;False
CML-iPSCs Pt1-No.5;False;False
CML-iPSCs Pt1-No.6;False;False
CML-iPSCs Pt1-No.7;False;False
CML-iPSCs Pt1-No.8;False;False
CML-iPSCs Pt1-No.9;False;False
CML-iPSCs Pt2-No.1;False;False
CML-iPSCs Pt2-No.2;False;False
CML-iPSCs Pt2-No.3;False;False
CML-iPSCs Pt2-No.4;False;False
CML-iPSCs Pt2-No.6;False;False
CML-iPSCs Pt2-No.8;False;False
CMT1A-1-hiPSCs 1;False;False
CMT1A-1-hiPSCs 2;False;False
CMT1A-1-hiPSCs 3;False;False
CMT1A-2-hiPSCs 1;False;False
CMT1A-2-hiPSCs 2;False;False
CMT1A-2-hiPSCs 3;False;False
CMUi001-A;False;False
CMUi002-A-1;False;/cellosaurus/CVCL_YT01
CNS1-hiPSC1;False;False
CNS1-hiPSC10;False;False
CNS1-hiPSC2;False;False
CNS1-hiPSC4;False;False
CNS1-hiPSC5;False;False
CNS1-hiPSC6;False;False
CNS1-hiPSC7;False;False
CNS1-hiPSC8;False;False
CNS1-hiPSC9;False;False
CNS2-hiPSC1;False;False
CNS2-hiPSC2;False;False
CNS2-hiPSC3;False;False
CNS2-hiPSC4;False;False
CNS2-hiPSC5;False;False
CNS2-hiPSC6;False;False
CNS2-hiPSC7;False;False
CNS2-hiPSC8;False;False
CO2 [Human iPSC];False;False
CPGHi002-A;False;False
CPGHi002-A-1;False;/cellosaurus/CVCL_A1AZ
CQ4-iPSC clone 14;False;False
CQ4-iPSC clone 34;False;False
CQ4ed-iPSC;False;/cellosaurus/CVCL_QY04
CREM005i-SS2-1GAG;False;/cellosaurus/CVCL_JW27
CRICKi001-A;False;False
CRISPRi Gen1B 1;False;/cellosaurus/CVCL_VM30
CRISPRi Gen1B 3;False;/cellosaurus/CVCL_VM30
CRISPRi Gen1C 5;False;/cellosaurus/CVCL_Y803
CRISPRi Gen1C 6;False;/cellosaurus/CVCL_Y803
CRISPRi Gen2C 1;False;/cellosaurus/CVCL_Y803
CRISPRi Gen2C 2;False;/cellosaurus/CVCL_Y803
CRISPRi Gen3C A3;False;/cellosaurus/CVCL_Y803
CRISPRi Gen3C A4;False;/cellosaurus/CVCL_Y803
CRISPRn Gen1B 1;False;/cellosaurus/CVCL_VM30
CRISPRn Gen1B 3;False;/cellosaurus/CVCL_VM30
CRISPRn Gen1C 19;False;/cellosaurus/CVCL_Y803
CRISPRn Gen1C 22;False;/cellosaurus/CVCL_Y803
CRTDi001-A;False;False
CS00iCTR21-n1;False;/cellosaurus/CVCL_7426
CS00iCTR21-n2;False;/cellosaurus/CVCL_7426
CS01iMCT8;False;False
CS01iMCT8cor;False;/cellosaurus/CVCL_YP62
CS02iCTR;False;False
CS03iCTR;False;False
CS03iCTRmut;False;/cellosaurus/CVCL_YP64
CS03iHD-53nxx;False;False
CS04iALS-SOD1H44Rn3;False;False
CS06iCTR;False;/cellosaurus/CVCL_7334
CS08iFAD-nxx;False;/cellosaurus/CVCL_T872
CS09iHD109-n1;False;/cellosaurus/CVCL_ZC78
CS09iHD109-n4;False;/cellosaurus/CVCL_ZC78
CS09iHD109-n5;False;/cellosaurus/CVCL_ZC78
CS11iALS-SOD1I114Tn10;False;False
CS138isALS-Tn1;False;False
CS14iCTR28-n5;False;/cellosaurus/CVCL_F173
CS14iCTR28-n6;False;/cellosaurus/CVCL_F173
CS14isALS-Tn16;False;False
CS152isALS-Tn2;False;False
CS166isALS-Tn2;False;False
CS21iHD60-n5;False;/cellosaurus/CVCL_F063
CS21iHD60-n8;False;/cellosaurus/CVCL_F063
CS22iALS-SOD1I114Tn2;False;False
CS24iALS-SOD1E50Kn9;False;/cellosaurus/CVCL_T862
CS25iCTR-18n2;False;/cellosaurus/CVCL_Y895
CS28iALS-C9n1;False;/cellosaurus/CVCL_A9T5
CS29iALS-C9n1;False;/cellosaurus/CVCL_A9SR
CS30iALS-C9n1;False;False
CS32iSMA-n3;False;/cellosaurus/CVCL_Y965
CS40iFAD-nxx;False;/cellosaurus/CVCL_H793
CS52iALS-C9n1;False;/cellosaurus/CVCL_ZD02
CS52iALS-C9n6;False;/cellosaurus/CVCL_ZD02
CS58iMCT8;False;False
CS77iSMA-n5;False;/cellosaurus/CVCL_W562
CS83iCTR33-n1;False;/cellosaurus/CVCL_W557
CS83iCTR33-n2;False;/cellosaurus/CVCL_W557
CS83iSMA-n5;False;False
CS84iSMA-n12B;False;/cellosaurus/CVCL_W564
CS97iHD180-n1;False;/cellosaurus/CVCL_W576
CS97iHD180-n2;False;/cellosaurus/CVCL_W576
CS97iHD180-n3;False;/cellosaurus/CVCL_W576
CSB-iPSC clone 1;False;/cellosaurus/CVCL_F146
CSB-iPSC clone 2;False;/cellosaurus/CVCL_F146
CSB-iPSC clone 3;False;/cellosaurus/CVCL_F146
CSCRi005-A;False;False
CSSi001-A;False;False
CSSi003-A;False;False
CSSi005-A;False;False
CSSi007-A;False;False
CSUASOi005-A;False;False
CSUi002-A;False;False
CSUi002-A-1;False;/cellosaurus/CVCL_A6XJ
CSUXHi002-A;False;False
CSUXHi003-A;False;False
CSUXHi004-A;False;False
CTR4#5;False;False
CTR4#9;False;False
CTRL-iPSC;False;/cellosaurus/CVCL_3653
CUIMCi003-A;False;False
CV-hIPS-B;False;False
CV-hIPS-B-APP-E693A clone 2b2;False;/cellosaurus/CVCL_1N86
CV-hIPS-B-APP-E693A clone 3d9;False;/cellosaurus/CVCL_1N86
CV-hIPS-B-APP-F691A/E693A clone D12;False;/cellosaurus/CVCL_1N86
CV-hIPS-B-APP-KO clone 1B6;False;/cellosaurus/CVCL_1N86
CV-hIPS-B-control APP edition clone B10;False;/cellosaurus/CVCL_1N86
CV-hIPS-B-control APP edition clone B11;False;/cellosaurus/CVCL_1N86
CV-hIPS-B-control APP KO clone 151;False;/cellosaurus/CVCL_1N86
CV-iPS1;False;False
CV-iPS2;False;False
CW10024;False;False
CW10042;False;False
CW10045;False;False
CW10054;False;False
CW10189;False;False
CW10201;False;False
CW10202;False;False
CY2 [Human iPSC];False;False
D1-iPSC-1;False;False
D1-iPSC-2;False;False
D2-iPSC-1;False;False
D2-iPSC-2;False;False
D21-iPSC#1;False;/cellosaurus/CVCL_B3M2
D21-iPSC#2;False;False
D551 iPSC;False;/cellosaurus/CVCL_2434
DCM iPSC clone 1;False;False
DCM iPSC clone 2;False;False
DHMCi001-A;False;False
DHMCi002-A;False;False
DHMCi003-A;False;False
DHMCi003-B;False;False
DHMCi004-A;False;False
DHMCi005-A;False;False
DMD-iPS1 [Human iPSC Boston];False;/cellosaurus/CVCL_8521
DMD-iPS1 [Human iPSC Tottori];False;/cellosaurus/CVCL_L752
DMD-iPS2 [Human iPSC Boston];False;/cellosaurus/CVCL_8521
DMD-iPS2 [Human iPSC Tottori];False;/cellosaurus/CVCL_L752
DS-1-iPSC;False;False
DS-2-iPSC;False;False
EBKC-iPSCs case1 #1;False;False
EBKC-iPSCs case1 #2;False;False
EBKC-iPSCs case2 #1;False;False
EBKC-iPSCs case2 #2;False;False
EDi021-A;False;False
EDi022-A;False;False
EDi023-A;False;False
EDi024-A;False;False
EDi025-A;False;False
EDi026-A;False;False
EDi027-A;False;False
EDi028-A;False;False
EDi029-A;False;False
EDi030-A;False;False
EDi031-A;False;False
EDi032-A;False;False
EDi033-A;False;False
EDi034-A;False;False
EDi035-A;False;False
EDi036-A;False;False
EDi037-A;False;False
EDi038-A;False;False
EDi039-A;False;False
EDi040-A;False;False
EDi041-A;False;False
EDi042-A;False;False
EDi043-A;False;False
EDi044-A;False;False
EDi045-A;False;False
ehiPSC;False;False
EHTJUi005-A;False;False
EHTJUi005-A-1;False;/cellosaurus/CVCL_A8KS
eKA3;False;/cellosaurus/CVCL_ZX86
EMCi127-A;False;False
EMCi127-B;False;False
EMCi128-A;False;False
EMe-NH6W523K17;False;/cellosaurus/CVCL_A0KL
EMe-NH6W523K5;False;/cellosaurus/CVCL_A0KL
EMe-NH6W523S1;False;False
EMe-NH6W523XS7;False;False
EndoC-betaH1;False;False
epiHUVEC;False;False
ESi047-A;False;False
ESi057-B;False;False
ESi058-B;False;False
ESi059-A;False;False
ESi060-B;False;False
ESi062-A;False;/cellosaurus/CVCL_2769
ESi063-A;False;False
ESi064-A;False;False
ESi066-A;False;False
ESi067-A;False;False
ESi068-A;False;False
ESi069-A;False;False
ESi070-A;False;False
ESi071-A;False;False
ESi077-A;False;False
ESi082-A;False;False
ESi086-A-1;False;/cellosaurus/CVCL_A8KT
ESi086-A-2;False;/cellosaurus/CVCL_A8KT
EURACi005-A;False;False
EZQ-3 iPSC;False;False
EZQ-4 iPSC;False;False
EZQ-9 iPSC;False;False
F07/402-iPSC;False;/cellosaurus/CVCL_WX38
F16574;False;False
FAHZUi001-A;False;False
FALS-2e2;False;False
