MCF7_1
151118_Q_Hela_02_01_50cm_HCD_IT_EasySpray_90min_250ng
151118_Q_Hela_02_02_50cm_HCD_IT_EasySpray_90min_250ng
151118_Q_Hela_02_03_50cm_HCD_IT_EasySpray_90min_250ng
151118_Q_Hela_03_01_50cm_HCD_IT_EasySpray_90min_500ng
151118_Q_Hela_03_02_50cm_HCD_IT_EasySpray_90min_500ng
151118_Q_Hela_03_03_50cm_HCD_IT_EasySpray_90min_500ng
151118_Q_Hela_04_01_50cm_HCD_IT_EasySpray_90min_750ng
151118_Q_Hela_04_02_50cm_HCD_IT_EasySpray_90min_750ng
151118_Q_Hela_04_03_50cm_HCD_IT_EasySpray_90min_750ng
151118_Q_Hela_05_01_50cm_HCD_IT_EasySpray_90min_1000ng
151118_Q_Hela_05_02_50cm_HCD_IT_EasySpray_90min_1000ng
151118_Q_Hela_05_03_50cm_HCD_IT_EasySpray_90min_1000ng
151118_Q_Hela_06_01_50cm_HCD_IT_EasySpray_90min_2000ng
151118_Q_Hela_06_01_50cm_HCD_IT_EasySpray_90min_4000ng
151118_Q_Hela_06_02_50cm_HCD_IT_EasySpray_90min_2000ng
151118_Q_Hela_06_02_50cm_HCD_IT_EasySpray_90min_4000ng
151118_Q_Hela_06_03_50cm_HCD_IT_EasySpray_90min_2000ng
151118_Q_Hela_06_03_50cm_HCD_IT_EasySpray_90min_4000ng
151119_Q_Hela_01_01_1ug_50cm_HCD_IT_EasySpray_240min_3_ACN
151119_Q_Hela_01_02_1ug_50cm_HCD_IT_EasySpray_240min_3_ACN
151119_Q_Hela_01_03_1ug_50cm_HCD_IT_EasySpray_240min_3_ACN
160719_Q_QC2H_ESES_01_01_Hela_1ug_1e5
160719_S_ESES_01_02_Hela_1ug_1e5
160719_S_ESES_01_03_Hela_1ug_1e5
160719_S_ESES_02_01_Hela_1ug_4e5
160719_S_ESES_02_02_Hela_1ug_4e5
160719_S_ESES_02_03_Hela_1ug_4e5
Seq44762_QE2
Seq44763_QE2
Seq44764_QE2
Seq44765_QE2
Seq44766_QE2
Seq44767_QE2
Seq44768_QE2
Seq44769_QE2
Seq44774_QE2
Seq44775_QE2
Seq44776_QE2
Seq44777_QE2
20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_10
20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_11
20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_12
20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_13
20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_14
20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_15
20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_16
20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_17
20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_18
20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_19
20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_2
000228_A01_P001360_B00A_A00_R1
000228_A02_P001360_B00I_A00_R1
000228_A03_P001359_B00E_A00_R1
000228_A04_P001358_B00A_A00_R1
000228_A05_P001358_B00I_A00_R1
000228_A06_P001357_B00E_A00_R1
000228_A07_P001356_B00A_A00_R1
000228_A08_P001356_B00I_A00_R1
000228_A09_P001355_B00E_A00_R1
000228_B01_P001360_B00B_A00_R1
000228_B02_P001360_B00J_A00_R1
000228_B03_P001359_B00F_A00_R1
000228_B04_P001358_B00B_A00_R1
000228_B05_P001358_B00J_A00_R1
000228_B06_P001357_B00F_A00_R1
000228_B07_P001356_B00B_A00_R1
000228_B08_P001356_B00J_A00_R1
000228_B09_P001355_B00F_A00_R1
000228_C01_P001360_B00C_A00_R1
000228_C02_P001360_B00K_A00_R1
000228_C03_P001359_B00G_A00_R1
000228_C04_P001358_B00C_A00_R1
000228_C05_P001358_B00K_A00_R1
000228_C06_P001357_B00G_A00_R1
000228_C07_P001356_B00C_A00_R1
000228_C08_P001356_B00K_A00_R1
000228_C09_P001355_B00G_A00_R1
000228_D01_P001360_B00D_A00_R1
000228_D02_P001360_B00L_A00_R1
000228_D03_P001359_B00H_A00_R1
000228_D04_P001358_B00D_A00_R1
000228_D05_P001358_B00L_A00_R1
000228_D06_P001357_B00H_A00_R1
000228_D07_P001356_B00D_A00_R1
000228_D08_P001356_B00L_A00_R1
000228_D09_P001355_B00H_A00_R1
000228_E01_P001360_B00E_A00_R1
000228_E02_P001359_B00A_A00_R1
000228_E03_P001359_B00I_A00_R1
000228_E04_P001358_B00E_A00_R1
000228_E05_P001357_B00A_A00_R1
000228_E06_P001357_B00I_A00_R1
000228_E07_P001356_B00E_A00_R1
000228_E08_P001355_B00A_A00_R1
000228_E09_P001355_B00I_A00_R1
000228_F01_P001360_B00F_A00_R1
000228_F02_P001359_B00B_A00_R1
000228_F03_P001359_B00J_A00_R1
000228_F04_P001358_B00F_A00_R1
000228_F05_P001357_B00B_A00_R1
000228_F06_P001357_B00J_A00_R1
000228_F07_P001356_B00F_A00_R1
000228_F08_P001355_B00B_A00_R1
000228_F09_P001355_B00J_A00_R1
000228_G01_P001360_B00G_A00_R1
000228_G02_P001359_B00C_A00_R1
000228_G03_P001359_B00K_A00_R1
000228_G04_P001358_B00G_A00_R1
000228_G05_P001357_B00C_A00_R1
000228_G06_P001357_B00K_A00_R1
000228_G07_P001356_B00G_A00_R1
000228_G08_P001355_B00C_A00_R1
000228_G09_P001355_B00K_A00_R1
000228_H01_P001360_B00H_A00_R1
000228_H02_P001359_B00D_A00_R1
000228_H03_P001359_B00L_A00_R1
000228_H04_P001358_B00H_A00_R1
000228_H05_P001357_B00D_A00_R1
000228_H06_P001357_B00L_A00_R1
000228_H07_P001356_B00H_A00_R1
000228_H08_P001355_B00D_A00_R1
000228_H09_P001355_B00L_A00_R1
000234_A03_P001390_B00B_A00_R1
000234_A04_P001390_B00J_A00_R1
000234_A05_P001389_B00F_A00_R1
000234_A06_P001388_B00B_A00_R1
000234_A07_P001388_B00J_A00_R1
000234_A08_P001387_B00F_A00_R1
000234_A09_P001386_B00B_A00_R1
000234_A10_P001386_B00J_A00_R1
000234_B03_P001390_B00C_A00_R1
000234_B04_P001390_B00K_A00_R1
000234_B05_P001389_B00G_A00_R1
000234_B06_P001388_B00C_A00_R1
000234_B07_P001388_B00K_A00_R1
000234_B08_P001387_B00G_A00_R1
000234_B09_P001386_B00C_A00_R1
000234_B10_P001386_B00K_A00_R1
000234_C03_P001390_B00D_A00_R1
000234_C04_P001390_B00L_A00_R1
000234_C05_P001389_B00H_A00_R1
000234_C06_P001388_B00D_A00_R1
000234_C07_P001388_B00L_A00_R1
000234_C08_P001387_B00H_A00_R1
000234_C09_P001386_B00D_A00_R1
000234_C10_P001386_B00L_A00_R1
000234_D03_P001390_B00E_A00_R1
000234_D04_P001389_B00A_A00_R1
000234_D05_P001389_B00I_A00_R1
000234_D06_P001388_B00E_A00_R1
000234_D07_P001387_B00A_A00_R1
000234_D08_P001387_B00I_A00_R1
000234_D09_P001386_B00E_A00_R1
000234_E03_P001390_B00F_A00_R1
000234_E04_P001389_B00B_A00_R1
000234_E05_P001389_B00J_A00_R1
000234_E06_P001388_B00F_A00_R1
000234_E07_P001387_B00B_A00_R1
000234_E08_P001387_B00J_A00_R1
000234_E09_P001386_B00F_A00_R1
000234_F03_P001390_B00G_A00_R1
000234_F04_P001389_B00C_A00_R1
000234_F05_P001389_B00K_A00_R1
000234_F06_P001388_B00G_A00_R1
000234_F07_P001387_B00C_A00_R1
000234_F08_P001387_B00K_A00_R1
000234_F09_P001386_B00G_A00_R1
000234_G03_P001390_B00H_A00_R1
000234_G04_P001389_B00D_A00_R1
000234_G05_P001389_B00L_A00_R1
000234_G06_P001388_B00H_A00_R1
000234_G07_P001387_B00D_A00_R1
000234_G08_P001387_B00L_A00_R1
000234_G09_P001386_B00H_A00_R1
000234_H02_P001390_B00A_A00_R1
000234_H03_P001390_B00I_A00_R1
000234_H04_P001389_B00E_A00_R1
000234_H05_P001388_B00A_A00_R1
000234_H06_P001388_B00I_A00_R1
000234_H07_P001387_B00E_A00_R1
000234_H08_P001386_B00A_A00_R1
000234_H09_P001386_B00I_A00_R1
000256_A04_P0001568_A00_B00A_R1
000256_A05_P0001568_A00_B00I_R1
000256_B04_P0001568_A00_B00B_R1
000256_B05_P0001568_A00_B00J_R1
000256_C04_P0001568_A00_B00C_R1
000256_C05_P0001568_A00_B00K_R1
000256_D04_P0001568_A00_B00D_R1
000256_D05_P0001568_A00_B00L_R1
000256_E04_P0001568_A00_B00E_R1
000256_F04_P0001568_A00_B00F_R1
000256_G04_P0001568_A00_B00G_R1
000256_H04_P0001568_A00_B00H_R1
000261_A04_P0001563_A00_B00A_R1
000261_A05_P0001563_A00_B00I_R1
000261_B04_P0001563_A00_B00B_R1
000261_B05_P0001563_A00_B00J_R1
000261_C04_P0001563_A00_B00C_R1
000261_C05_P0001563_A00_B00K_R1
000261_D04_P0001563_A00_B00D_R1
000261_D05_P0001563_A00_B00L_R1
000261_E04_P0001563_A00_B00E_R1
000261_F04_P0001563_A00_B00F_R1
000261_G04_P0001563_A00_B00G_R1
000261_H04_P0001563_A00_B00H_R1
000279_A04_P001744_A00_B00A_R1
000279_A05_P001744_A00_B00I_R1
000279_B04_P001744_A00_B00B_R2
000279_B05_P001744_A00_B00J_R1
000279_C04_P001744_A00_B00C_R1
000279_C05_P001744_A00_B00K_R1
000279_D04_P001744_A00_B00D_R1
000279_D05_P001744_A00_B00L_R1
000279_E04_P001744_A00_B00E_R1
000279_F04_P001744_A00_B00F_R1
000279_G04_P001744_A00_B00G_R1
000279_H04_P001744_A00_B00H_R1
000287_A01_P0001751_A00_B00A_R1
000287_A01_P0001751_A00_B00A_R2
000287_A02_P0001751_A00_B00I_R1
000287_A06_P001748_B00E_A00_R1
000287_B01_P0001751_A00_B00B_R1
000287_B02_P0001751_A00_B00J_R1
000287_B06_P001748_B00F_A00_R1
000287_C01_P0001751_A00_B00C_R1
000287_C02_P0001751_A00_B00K_R1
000287_C06_P001748_B00G_A00_R1
000287_D01_P0001751_A00_B00D_R1
000287_D02_P0001751_A00_B00L_R1
000287_D06_P001748_B00H_A00_R1
000287_E01_P0001751_A00_B00E_R1
000287_E05_P001748_B00A_A00_R1
000287_E06_P001748_B00I_A00_R1
000287_F01_P0001751_A00_B00F_R1
000287_F05_P001748_B00B_A00_R1
000287_F06_P001748_B00J_A00_R1
000287_G01_P0001751_A00_B00G_R1
000287_G05_P001748_B00C_A00_R1
000287_G06_P001748_B00K_A00_R1
000287_H01_P0001751_A00_B00H_R1
000287_H05_P001748_B00D_A00_R1
000287_H06_P001748_B00L_A00_R1
000297_A07_P001892_A00_B00A_R1
000297_A08_P001892_A00_B00I_R1
000297_B07_P001892_A00_B00B_R1
000297_B08_P001892_A00_B00J_R1
000297_C07_P001892_A00_B00C_R1
000297_C08_P001892_A00_B00K_R1
000297_D07_P001892_A00_B00D_R1
000297_D08_P001892_A00_B00L_R1
000297_E07_P001892_A00_B00E_R1
000297_F07_P001892_A00_B00F_R1
000297_G07_P001892_A00_B00G_R1
000297_H07_P001892_A00_B00H_R1
00256_A01_P001570_B00A_A00_R1
00256_A02_P001570_B00I_A00_R1
00256_A03_P001569_B00E_A00_R1
00256_A06_P001567_B00E_A00_R1
00256_A07_P001566_B00A_A00_R1
00256_A08_P001566_B00I_A00_R1
00256_B01_P001570_B00B_A00_R1
00256_B02_P001570_B00J_A00_R1
00256_B03_P001569_B00F_A00_R1
00256_B06_P001567_B00F_A00_R1
00256_B07_P001566_B00B_A00_R1
00256_B08_P001566_B00J_A00_R1
00256_C01_P001570_B00C_A00_R1
00256_C02_P001570_B00K_A00_R1
00256_C03_P001569_B00G_A00_R1
00256_C06_P001567_B00G_A00_R1
00256_C07_P001566_B00C_A00_R1
00256_C08_P001566_B00K_A00_R1
00256_D01_P001570_B00D_A00_R1
00256_D02_P001570_B00L_A00_R1
00256_D03_P001569_B00H_A00_R1
00256_D06_P001567_B00H_A00_R1
00256_D07_P001566_B00D_A00_R1
00256_D08_P001566_B00L_A00_R1
00256_E01_P001570_B00E_A00_R1
00256_E02_P001569_B00A_A00_R2
00256_E03_P001569_B00I_A00_R1
00256_E05_P001567_B00A_A00_R2
00256_E06_P001567_B00I_A00_R1
00256_E07_P001566_B00E_A00_R1
00256_F01_P001570_B00F_A00_R1
00256_F02_P001569_B00B_A00_R2
00256_F03_P001569_B00J_A00_R1
00256_F05_P001567_B00B_A00_R2
00256_F06_P001567_B00J_A00_R1
00256_F07_P001566_B00F_A00_R1
00256_G01_P001570_B00G_A00_R1
00256_G02_P001569_B00C_A00_R1
00256_G03_P001569_B00K_A00_R1
00256_G05_P001567_B00C_A00_R1
00256_G06_P001567_B00K_A00_R1
00256_G07_P001566_B00G_A00_R1
00256_H01_P001570_B00H_A00_R1
00256_H02_P001569_B00D_A00_R1
00256_H03_P001569_B00L_A00_R1
00256_H05_P001567_B00D_A00_R1
00256_H06_P001567_B00L_A00_R1
00256_H07_P001566_B00H_A00_R1
00261_A01_P001561_B00A_A00_R1
00261_A02_P001561_B00I_A00_R1
00261_A03_P001562_B00E_A00_R1
00261_A06_P001564_B00E_A00_R1
00261_A07_P001565_B00A_A00_R1
00261_A08_P001565_B00I_A00_R1
00261_B01_P001561_B00B_A00_R1
00261_B02_P001561_B00J_A00_R1
00261_B03_P001562_B00F_A00_R1
00261_B06_P001564_B00F_A00_R1
00261_B07_P001565_B00B_A00_R1
00261_B08_P001565_B00J_A00_R1
00261_C01_P001561_B00C_A00_R1
00261_C02_P001561_B00K_A00_R1
00261_C03_P001562_B00G_A00_R1
00261_C06_P001564_B00G_A00_R1
00261_C07_P001565_B00C_A00_R1
00261_C08_P001565_B00K_A00_R1
00261_D01_P001561_B00D_A00_R1
00261_D02_P001561_B00L_A00_R1
00261_D03_P001562_B00H_A00_R1
00261_D06_P001564_B00H_A00_R1
00261_D07_P001565_B00D_A00_R1
00261_D08_P001565_B00L_A00_R1
00261_E01_P001561_B00E_A00_R1
00261_E02_P001562_B00A_A00_R1
00261_E03_P001562_B00I_A00_R1
00261_E05_P001564_B00A_A00_R1
00261_E06_P001564_B00I_A00_R1
00261_E07_P001565_B00E_A00_R1
00261_F01_P001561_B00F_A00_R1
00261_F02_P001562_B00B_A00_R1
00261_F03_P001562_B00J_A00_R1
00261_F05_P001564_B00B_A00_R1
00261_F06_P001564_B00J_A00_R1
00261_F07_P001565_B00F_A00_R1
00261_G01_P001561_B00G_A00_R1
00261_G02_P001562_B00C_A00_R1
00261_G03_P001562_B00K_A00_R1
00261_G05_P001564_B00C_A00_R1
00261_G06_P001564_B00K_A00_R1
00261_G07_P001565_B00G_A00_R1
00261_H01_P001561_B00H_A00_R1
00261_H02_P001562_B00D_A00_R1
00261_H03_P001562_B00L_A00_R1
00261_H05_P001564_B00D_A00_R1
00261_H06_P001564_B00L_A00_R1
00261_H07_P001565_B00H_A00_R1
00279_A03_P001745_B00E_A00_R1
00279_B03_P001745_B00F_A00_R1
00279_C03_P001745_B00G_A00_R1
00279_D03_P001745_B00H_A00_R1
00279_E02_P001745_B00A_A00_R1
00279_E03_P001745_B00I_A00_R1
00279_F02_P001745_B00B_A00_R1
00279_F03_P001745_B00J_A00_R1
00279_G02_P001745_B00C_A00_R1
00279_G03_P001745_B00K_A00_R1
00279_H02_P001745_B00D_A00_R1
00279_H03_P001745_B00L_A00_R1
00287_A03_P001750_B00E_A00_R1
00287_A04_P001749_B00A_A00_R1
00287_A05_P001749_B00I_A00_R1
00287_A07_P001747_B00A_A00_R1
00287_A08_P001747_B00I_A00_R1
00287_B03_P001750_B00F_A00_R1
00287_B04_P001749_B00B_A00_R1
00287_B05_P001749_B00J_A00_R1
00287_B07_P001747_B00B_A00_R1
00287_B08_P001747_B00J_A00_R1
00287_C03_P001750_B00G_A00_R1
00287_C04_P001749_B00C_A00_R1
00287_C05_P001749_B00K_A00_R1
00287_C07_P001747_B00C_A00_R1
00287_C08_P001747_B00K_A00_R1
00287_D03_P001750_B00H_A00_R1
00287_D04_P001749_B00D_A00_R1
00287_D05_P001749_B00L_A00_R1
00287_D07_P001747_B00D_A00_R1
00287_D08_P001747_B00L_A00_R1
00287_E02_P001750_B00A_A00_R2
00287_E03_P001750_B00I_A00_R1
00287_E04_P001749_B00E_A00_R1
00287_E07_P001747_B00E_A00_R1
00287_F02_P001750_B00B_A00_R2
00287_F03_P001750_B00J_A00_R1
00287_F04_P001749_B00F_A00_R1
00287_F07_P001747_B00F_A00_R1
00287_G02_P001750_B00C_A00_R1
00287_G03_P001750_B00K_A00_R1
00287_G04_P001749_B00G_A00_R1
00287_G07_P001747_B00G_A00_R1
00287_H02_P001750_B00D_A00_R1
00287_H03_P001750_B00L_A00_R1
00287_H04_P001749_B00H_A00_R1
00287_H07_P001747_B00H_A00_R1
00296_A01_P001904_B00A_A00_R1
00296_A02_P001904_B00I_A00_R1
00296_A03_P001905_B00E_A00_R1
00296_A05_P001906_B00I_A00_R2
00296_B01_P001904_B00B_A00_R1
00296_B02_P001904_B00J_A00_R1
00296_B03_P001905_B00F_A00_R1
00296_B04_P001906_B00B_A00_R2
00296_B05_P001906_B00J_A00_R2
00296_C01_P001904_B00C_A00_R1
00296_C02_P001904_B00K_A00_R1
00296_C03_P001905_B00G_A00_R1
00296_C04_P001906_B00C_A00_R2
00296_C05_P001906_B00K_A00_R2
00296_D01_P001904_B00D_A00_R1
00296_D02_P001904_B00L_A00_R1
00296_D03_P001905_B00H_A00_R1
00296_D04_P001906_B00D_A00_R2
00296_D05_P001906_B00L_A00_R2
00296_E01_P001904_B00E_A00_R1
00296_E02_P001905_B00A_A00_R1
00296_E03_P001905_B00I_A00_R1
00296_E04_P001906_B00E_A00_R2
00296_F01_P001904_B00F_A00_R1
00296_F02_P001905_B00B_A00_R1
00296_F03_P001905_B00J_A00_R1
00296_F04_P001906_B00F_A00_R2
00296_G01_P001904_B00G_A00_R1
00296_G02_P001905_B00C_A00_R1
00296_G03_P001905_B00K_A00_R1
00296_G04_P001906_B00G_A00_R2
00296_H01_P001904_B00H_A00_R1
00296_H02_P001905_B00D_A00_R1
00296_H03_P001905_B00L_A00_R1
00296_H04_P001906_B00H_A00_R2
00297_A01_P001888_B00A_A00_R1
00297_A02_P001888_B00I_A00_R1
00297_A06_P001891_B00E_A00_R1
00297_B01_P001888_B00B_A00_R1
00297_B02_P001888_B00J_A00_R1
00297_B06_P001891_B00F_A00_R1
00297_C01_P001888_B00C_A00_R1
00297_C02_P001888_B00K_A00_R1
00297_C06_P001891_B00G_A00_R1
00297_D01_P001888_B00D_A00_R1
00297_D02_P001888_B00L_A00_R1
00297_D06_P001891_B00H_A00_R1
00297_E01_P001888_B00E_A00_R1
00297_E05_P001891_B00A_A00_R2
00297_E06_P001891_B00I_A00_R1
00297_F01_P001888_B00F_A00_R1
00297_F05_P001891_B00B_A00_R2
00297_F06_P001891_B00J_A00_R1
00297_G01_P001888_B00G_A00_R1
00297_G05_P001891_B00C_A00_R1
00297_G06_P001891_B00K_A00_R1
00297_H01_P001888_B00H_A00_R1
00297_H05_P001891_B00D_A00_R1
00297_H06_P001891_B00L_A00_R1
00298_A03_P001897_B00E_A00_R1
00298_A06_P001899_B00E_A00_R1
00298_A12_P001903_B00E_A00_R1
00298_B03_P001897_B00F_A00_R1
00298_B06_P001899_B00F_A00_R1
00298_B12_P001903_B00F_A00_R1
00298_C03_P001897_B00G_A00_R1
00298_C06_P001899_B00G_A00_R1
00298_C12_P001903_B00G_A00_R1
00298_D03_P001897_B00H_A00_R2
00298_D06_P001899_B00H_A00_R1
00298_D12_P001903_B00H_A00_R1
00298_E02_P001897_B00A_A00_R1
00298_E03_P001897_B00I_A00_R1
00298_E05_P001899_B00A_A00_R1
00298_E06_P001899_B00I_A00_R1
00298_E11_P001903_B00A_A00_R1
00298_E12_P001903_B00I_A00_R1
00298_F02_P001897_B00B_A00_R1
00298_F03_P001897_B00J_A00_R1
00298_F05_P001899_B00B_A00_R1
00298_F06_P001899_B00J_A00_R1
00298_F11_P001903_B00B_A00_R1
00298_F12_P001903_B00J_A00_R1
00298_G02_P001897_B00C_A00_R1
00298_G03_P001897_B00K_A00_R1
00298_G05_P001899_B00C_A00_R1
00298_G06_P001899_B00K_A00_R1
00298_G11_P001903_B00C_A00_R1
00298_G12_P001903_B00K_A00_R1
00298_H02_P001897_B00D_A00_R1
00298_H03_P001897_B00L_A00_R1
00298_H05_P001899_B00D_A00_R1
00298_H06_P001899_B00L_A00_R1
00298_H11_P001903_B00D_A00_R1
00298_H12_P001903_B00L_A00_R1
00441_A03_P003196_B00E_A00_R1
00441_A04_P003197_B00A_A00_R2
00441_A05_P003197_B00I_A00_R1
00441_A06_P003198_B00E_A00_R1
00441_A07_P003199_B00A_A00_R1
00441_A08_P003199_B00I_A00_R1
00441_A10_P003201_B00A_A00_R1
00441_A11_P003201_B00I_A00_R1
00441_B03_P003196_B00F_A00_R1
00441_B04_P003197_B00B_A00_R2
00441_B05_P003197_B00J_A00_R1
00441_B06_P003198_B00F_A00_R1
00441_B07_P003199_B00B_A00_R1
00441_B08_P003199_B00J_A00_R1
00441_B10_P003201_B00B_A00_R1
00441_B11_P003201_B00J_A00_R1
00441_C03_P003196_B00G_A00_R1
00441_C04_P003197_B00C_A00_R1
00441_C05_P003197_B00K_A00_R1
00441_C06_P003198_B00G_A00_R1
00441_C07_P003199_B00C_A00_R1
00441_C08_P003199_B00K_A00_R1
00441_C10_P003201_B00C_A00_R1
00441_C11_P003201_B00K_A00_R1
00441_D03_P003196_B00H_A00_R1
00441_D04_P003197_B00D_A00_R1
00441_D05_P003197_B00L_A00_R1
00441_D06_P003198_B00H_A00_R1
00441_D07_P003199_B00D_A00_R1
00441_D08_P003199_B00L_A00_R1
00441_D10_P003201_B00D_A00_R1
00441_D11_P003201_B00L_A00_R1
00441_E02_P003196_B00A_A00_R1
00441_E03_P003196_B00I_A00_R1
00441_E04_P003197_B00E_A00_R1
00441_E05_P003198_B00A_A00_R2
00441_E06_P003198_B00I_A00_R1
00441_E07_P003199_B00E_A00_R1
00441_E10_P003201_B00E_A00_R1
00441_F02_P003196_B00B_A00_R1
00441_F03_P003196_B00J_A00_R1
00441_F04_P003197_B00F_A00_R1
00441_F05_P003198_B00B_A00_R2
00441_F06_P003198_B00J_A00_R1
00441_F07_P003199_B00F_A00_R1
00441_F10_P003201_B00F_A00_R1
00441_G02_P003196_B00C_A00_R1
00441_G03_P003196_B00K_A00_R1
00441_G04_P003197_B00G_A00_R1
00441_G05_P003198_B00C_A00_R2
00441_G06_P003198_B00K_A00_R1
00441_G07_P003199_B00G_A00_R1
00441_G10_P003201_B00G_A00_R2
00441_H02_P003196_B00D_A00_R1
00441_H03_P003196_B00L_A00_R1
00441_H04_P003197_B00H_A00_R1
00441_H05_P003198_B00D_A00_R1
00441_H06_P003198_B00L_A00_R1
00441_H07_P003199_B00H_A00_R1
00441_H10_P003201_B00H_A00_R1
00442_A01_P003203_B00A_A00_R1
00442_A02_P003203_B00I_A00_R2
00442_A03_P003204_B00E_A00_R1
00442_A04_P003205_B00A_A00_R2
00442_A05_P003205_B00I_A00_R1
00442_A06_P003206_B00E_A00_R2
00442_A07_P003207_B00A_A00_R1
00442_A08_P003207_B00I_A00_R1
00442_A08_P003208_B00E_A00_R1
